"cokey","mukey","lkey","key.join","coiid","liid","muiid","dmuiid","comppct","state"
19726995,2533396,11580,"mo001_excello_1_25_vigar-zook-excello complex, 0 to 5 percent slopes_2qp7w_0",1198315,11580,2522869,455860,25,"MO"
19726996,2533396,11580,"mo001_vigar_1_40_vigar-zook-excello complex, 0 to 5 percent slopes_2qp7w_0",1398242,11580,2522869,455860,40,"MO"
19726997,2533396,11580,"mo001_zook_1_35_vigar-zook-excello complex, 0 to 5 percent slopes_2qp7w_0",1398267,11580,2522869,455860,35,"MO"
19726846,2533727,11580,"mo001_wabash_0_2_chequest silty clay loam, 0 to 2 percent slopes, occasionally flooded_2qp9f_0",1458452,11580,2522917,453798,2,"MO"
19726847,2533727,11580,"mo001_blackoar_0_2_chequest silty clay loam, 0 to 2 percent slopes, occasionally flooded_2qp9f_0",1458450,11580,2522917,453798,2,"MO"
19726848,2533727,11580,"mo001_moniteau_0_2_chequest silty clay loam, 0 to 2 percent slopes, occasionally flooded_2qp9f_0",1458451,11580,2522917,453798,2,"MO"
19726849,2533727,11580,"mo001_chequest_1_90_chequest silty clay loam, 0 to 2 percent slopes, occasionally flooded_2qp9f_0",1321187,11580,2522917,453798,90,"MO"
19726914,2533748,11580,"mo001_tice_1_46_dockery and tice silt loams, 0 to 2 percent slopes, occasionally flooded_2qp9k_0",1325604,11580,2522921,455862,46,"MO"
19726915,2533748,11580,"mo001_zook_0_2_dockery and tice silt loams, 0 to 2 percent slopes, occasionally flooded_2qp9k_0",1458470,11580,2522921,455862,2,"MO"
19726916,2533748,11580,"mo001_dockery_1_47_dockery and tice silt loams, 0 to 2 percent slopes, occasionally flooded_2qp9k_0",1325609,11580,2522921,455862,47,"MO"
19726977,2531097,11580,"mo001_vesser_0_1_gara loam, 14 to 18 percent slopes, moderately eroded_2sj5t_0",2177944,11580,2577582,665325,1,"MO"
19726978,2531097,11580,"mo001_armstrong_0_2_gara loam, 14 to 18 percent slopes, moderately eroded_2sj5t_moderately eroded",2177942,11580,2577582,665325,2,"MO"
19726979,2531097,11580,"mo001_gara_1_94_gara loam, 14 to 18 percent slopes, moderately eroded_2sj5t_moderately eroded",2177931,11580,2577582,665325,94,"MO"
19726980,2531097,11580,"mo001_bucknell_0_2_gara loam, 14 to 18 percent slopes, moderately eroded_2sj5t_moderately eroded",2089753,11580,2577582,665325,2,"MO"
19726981,2531097,11580,"mo001_gara_0_1_gara loam, 14 to 18 percent slopes, moderately eroded_2sj5t_severely eroded",2177939,11580,2577582,665325,1,"MO"
19726931,2531077,11580,"mo001_olmitz_0_5_gara clay loam, 9 to 14 percent slopes, severely eroded_2tkbp_0",2512528,11580,2608485,789877,5,"MO"
19726932,2531077,11580,"mo001_bucknell_0_5_gara clay loam, 9 to 14 percent slopes, severely eroded_2tkbp_severely eroded",2512529,11580,2608485,789877,5,"MO"
19726933,2531077,11580,"mo001_gara_1_85_gara clay loam, 9 to 14 percent slopes, severely eroded_2tkbp_severely eroded",2421626,11580,2608485,789877,85,"MO"
19726934,2531077,11580,"mo001_armstrong_0_5_gara clay loam, 9 to 14 percent slopes, severely eroded_2tkbp_severely eroded",2512527,11580,2608485,789877,5,"MO"
19727002,2532026,11580,"mo001_dockery_0_10_arbela silt loam, 0 to 2 percent slopes, occasionally flooded_2y8cq_0",2634741,11580,2719032,826776,10,"MO"
19727003,2532026,11580,"mo001_arbela_1_90_arbela silt loam, 0 to 2 percent slopes, occasionally flooded_2y8cq_0",2634740,11580,2719032,826776,90,"MO"
19726898,2532781,11580,"mo001_moniteau_0_5_chariton silt loam, 0 to 2 percent slopes, rarely flooded_2y8cw_0",2634747,11580,2719037,826782,5,"MO"
19726899,2532781,11580,"mo001_chariton_1_88_chariton silt loam, 0 to 2 percent slopes, rarely flooded_2y8cw_0",2634746,11580,2719037,826782,88,"MO"
19726900,2532781,11580,"mo001_gifford_0_7_chariton silt loam, 0 to 2 percent slopes, rarely flooded_2y8cw_0",2634745,11580,2719037,826782,7,"MO"
19726926,2532840,11580,"mo001_zook_0_5_zook silty clay loam, overwash, 0 to 2 percent slopes, occasionally flooded_2yy7f_overwash, occasionally flooded",2693876,11580,2739080,849040,5,"MO"
19726927,2532840,11580,"mo001_zook_1_95_zook silty clay loam, overwash, 0 to 2 percent slopes, occasionally flooded_2yy7f_overwash, occasionally flooded",2693875,11580,2739080,849040,95,"MO"
19726912,184172,11580,"mo001_gara_1_90_gara fine sandy loam, 14 to 20 percent slopes, eroded_65n1_0",1421504,11580,184172,455849,90,"MO"
19726913,184172,11580,"mo001_vesser_0_2_gara fine sandy loam, 14 to 20 percent slopes, eroded_65n1_0",1458772,11580,184172,455849,2,"MO"
19726917,184187,11580,"mo001_wabash_1_100_wabash silty clay loam, 0 to 2 percent slopes, overwash, occasionally flooded_65nj_overwash",1403127,11580,184187,455863,100,"MO"
19726883,184191,11580,"mo001_plainfield_1_90_plainfield loamy sand, 20 to 40 percent slopes_65nn_0",1198311,11580,184191,455856,90,"MO"
19726863,2532623,11580,"mo001_adco_0_5_putnam silt loam, 0 to 1 percent slopes_2tbss_0",2246102,11580,2602195,694594,5,"MO"
19726864,2532623,11580,"mo001_putnam_1_88_putnam silt loam, 0 to 1 percent slopes_2tbss_0",2246100,11580,2602195,694594,88,"MO"
19726865,2532623,11580,"mo001_mexico_0_7_putnam silt loam, 0 to 1 percent slopes_2tbss_0",2246101,11580,2602195,694594,7,"MO"
19726974,2532742,11580,"mo001_mexico_0_5_putnam silt loam, 1 to 3 percent slopes_2tbst_0",2246104,11580,2602196,694596,5,"MO"
19726975,2532742,11580,"mo001_putnam_1_85_putnam silt loam, 1 to 3 percent slopes_2tbst_0",2246103,11580,2602196,694596,85,"MO"
19726976,2532742,11580,"mo001_adco_0_10_putnam silt loam, 1 to 3 percent slopes_2tbst_0",2246105,11580,2602196,694596,10,"MO"
19726987,2532170,11580,"mo001_colo_0_10_vesser silt loam, 0 to 2 percent slopes, occasionally flooded_2wbdy_occasionally flooded",2377860,11580,2661410,760603,10,"MO"
19726988,2532170,11580,"mo001_vesser_1_80_vesser silt loam, 0 to 2 percent slopes, occasionally flooded_2wbdy_occasionally flooded",2377857,11580,2661410,760603,80,"MO"
19726989,2532170,11580,"mo001_lawson_0_5_vesser silt loam, 0 to 2 percent slopes, occasionally flooded_2wbdy_occasionally flooded",2377861,11580,2661410,760603,5,"MO"
19726990,2532170,11580,"mo001_vesser_0_5_vesser silt loam, 0 to 2 percent slopes, occasionally flooded_2wbdy_occasionally flooded, overwash",2377859,11580,2661410,760603,5,"MO"
19726874,2532193,11580,"mo001_wabash_0_10_wabash silty clay, 0 to 2 percent slopes, occasionally flooded_2wbf1_occasionally flooded, ponded",2512773,11580,2661413,760606,10,"MO"
19726875,2532193,11580,"mo001_zook_0_5_wabash silty clay, 0 to 2 percent slopes, occasionally flooded_2wbf1_occasionally flooded",2512772,11580,2661413,760606,5,"MO"
19726876,2532193,11580,"mo001_wabash_1_85_wabash silty clay, 0 to 2 percent slopes, occasionally flooded_2wbf1_occasionally flooded",2512774,11580,2661413,760606,85,"MO"
19726986,2501259,11580,"mo001_arents_1_100_arents, earthen dam_2q0qc_0",1198751,11580,2503137,456042,100,"MO"
19726936,2531080,11580,"mo001_vesser_0_2_gara fine sandy loam, 20 to 35 percent slopes, eroded_2qmwn_0",1456716,11580,2521560,455641,2,"MO"
19726937,2531080,11580,"mo001_zook_0_2_gara fine sandy loam, 20 to 35 percent slopes, eroded_2qmwn_0",1456717,11580,2521560,455641,2,"MO"
19726938,2531080,11580,"mo001_gara_1_90_gara fine sandy loam, 20 to 35 percent slopes, eroded_2qmwn_0",1384912,11580,2521560,455641,90,"MO"
19726909,2531256,11580,"mo001_keswick_1_93_keswick clay loam, 5 to 14 percent slopes, eroded_2qnrd_0",1329006,11580,2522389,455648,93,"MO"
19726965,2531284,11580,"mo001_leonard_0_2_kilwinning silt loam, 1 to 5 percent slopes_2qnrm_0",1456718,11580,2522396,454054,2,"MO"
19726966,2531284,11580,"mo001_putnam_0_2_kilwinning silt loam, 1 to 5 percent slopes_2qnrm_0",1456719,11580,2522396,454054,2,"MO"
19726967,2531284,11580,"mo001_kilwinning_1_85_kilwinning silt loam, 1 to 5 percent slopes_2qnrm_0",1190737,11580,2522396,454054,85,"MO"
19726845,2531835,11580,"mo001_pershing_1_100_pershing silty clay loam, 2 to 5 percent slopes, eroded_2qnsn_0",1189568,11580,2522428,453732,100,"MO"
19726886,2531923,11580,"mo001_vanmeter_1_80_vanmeter silty clay loam, 14 to 30 percent slopes_2qntc_0",1325515,11580,2522450,455522,80,"MO"
19726946,2531934,11580,"mo001_arbela_0_2_vigar loam, 2 to 5 percent slopes, rarely flooded_2qntg_0",1458656,11580,2522453,455845,2,"MO"
19726947,2531934,11580,"mo001_zook_0_2_vigar loam, 2 to 5 percent slopes, rarely flooded_2qntg_0",1458658,11580,2522453,455845,2,"MO"
19726948,2531934,11580,"mo001_vigar_1_95_vigar loam, 2 to 5 percent slopes, rarely flooded_2qntg_0",1198255,11580,2522453,455845,95,"MO"
19726952,2531950,11580,"mo001_vigar_1_36_vigar-zook-nodaway complex, 1 to 5 percent slopes_2qnth_0",1395462,11580,2522454,455525,36,"MO"
19726953,2531950,11580,"mo001_humeston_0_2_vigar-zook-nodaway complex, 1 to 5 percent slopes_2qnth_0",1458052,11580,2522454,455525,2,"MO"
19726954,2531950,11580,"mo001_zook_1_28_vigar-zook-nodaway complex, 1 to 5 percent slopes_2qnth_0",1395464,11580,2522454,455525,28,"MO"
19726955,2531950,11580,"mo001_nodaway_1_26_vigar-zook-nodaway complex, 1 to 5 percent slopes_2qnth_0",1196283,11580,2522454,455525,26,"MO"
19726968,2531955,11580,"mo001_winnegan_1_90_winnegan clay loam, 14 to 20 percent slopes, eroded_2qntk_0",1326995,11580,2522456,454063,90,"MO"
19726939,2531970,11580,"mo001_winnegan_1_90_winnegan loam, 20 to 35 percent slopes, eroded_2qntr_0",1325219,11580,2522462,455652,90,"MO"
19726910,2532093,11580,"mo001_floris_1_100_floris loam, 0 to 2 percent slopes, frequently flooded_2qnvl_0",1198256,11580,2522488,455846,100,"MO"
19726983,2532107,11580,"mo001_kennebec_1_47_kennebec and fatima soils, 0 to 2 percent slopes, frequently flooded_2qnvp_0",1418763,11580,2522491,455658,47,"MO"
19726984,2532107,11580,"mo001_zook_0_2_kennebec and fatima soils, 0 to 2 percent slopes, frequently flooded_2qnvp_0",1458307,11580,2522491,455658,2,"MO"
19726985,2532107,11580,"mo001_fatima_1_46_kennebec and fatima soils, 0 to 2 percent slopes, frequently flooded_2qnvp_0",1196856,11580,2522491,455658,46,"MO"
19726850,2532140,11580,"mo001_landes_1_90_landes loam, 0 to 2 percent slopes, frequently flooded_2qnvt_0",1190795,11580,2522495,454085,90,"MO"
19726851,2532140,11580,"mo001_chequest_0_2_landes loam, 0 to 2 percent slopes, frequently flooded_2qnvt_0",1458664,11580,2522495,454085,2,"MO"
19726852,2532140,11580,"mo001_zook_0_2_landes loam, 0 to 2 percent slopes, frequently flooded_2qnvt_0",1458665,11580,2522495,454085,2,"MO"
19726859,2532149,11580,"mo001_zook_0_3_nodaway silt loam, 0 to 2 percent slopes, frequently flooded_2qnvw_0",1452974,11580,2522497,453549,3,"MO"
19726860,2532149,11580,"mo001_nodaway_0_3_nodaway silt loam, 0 to 2 percent slopes, frequently flooded_2qnvw_frequently flooded",1452976,11580,2522497,453549,3,"MO"
19726861,2532149,11580,"mo001_nodaway_1_85_nodaway silt loam, 0 to 2 percent slopes, frequently flooded_2qnvw_0",1452975,11580,2522497,453549,85,"MO"
19726862,2532149,11580,"mo001_colo_0_3_nodaway silt loam, 0 to 2 percent slopes, frequently flooded_2qnvw_channeled, frequently flooded",1452973,11580,2522497,453549,3,"MO"
19726911,2532264,11580,"mo001_arbela_1_95_arbela silty clay loam, 0 to 2 percent slopes, occasionally flooded_2qnw9_0",1198260,11580,2522510,455847,95,"MO"
19726940,2532266,11580,"mo001_floris_1_94_floris silt loam, 0 to 2 percent slopes, occasionally flooded_2qnwb_0",1412000,11580,2522511,456436,94,"MO"
19726941,2532266,11580,"mo001_chequest_0_2_floris silt loam, 0 to 2 percent slopes, occasionally flooded_2qnwb_0",1458357,11580,2522511,456436,2,"MO"
19726942,2532266,11580,"mo001_zook_0_2_floris silt loam, 0 to 2 percent slopes, occasionally flooded_2qnwb_0",1458359,11580,2522511,456436,2,"MO"
19726982,2532606,11580,"mo001_winnegan_1_90_winnegan loam, 14 to 20 percent slopes, eroded_2qnz0_0",1183842,11580,2522594,452625,90,"MO"
19726935,2532616,11580,"mo001_winnegan_1_90_winnegan loam, 20 to 35 percent slopes_2qnz1_0",1183843,11580,2522595,452626,90,"MO"
19726870,2532649,11580,"mo001_belinda_0_2_adco silt loam, 1 to 5 percent slopes_2qnz5_0",1458769,11580,2522599,455205,2,"MO"
19726871,2532649,11580,"mo001_edina_0_2_adco silt loam, 1 to 5 percent slopes_2qnz5_0",1458770,11580,2522599,455205,2,"MO"
19726872,2532649,11580,"mo001_adco_1_90_adco silt loam, 1 to 5 percent slopes_2qnz5_0",1323520,11580,2522599,455205,90,"MO"
19726873,2532649,11580,"mo001_leonard_0_2_adco silt loam, 1 to 5 percent slopes_2qnz5_0",1458766,11580,2522599,455205,2,"MO"
19726949,2533099,11580,"mo001_gifford_1_90_gifford silty clay loam, 2 to 5 percent slopes_2qp59_0",1198306,11580,2522789,455852,90,"MO"
19726991,2533101,11580,"mo001_gifford_1_90_gifford silty clay loam, 5 to 9 percent slopes, eroded_2qp5b_0",1402436,11580,2522790,455853,90,"MO"
19726881,2533104,11580,"mo001_gorin_1_75_gorin-winnegan complex, 5 to 14 percent slopes, eroded_2qp5c_0",1325573,11580,2522791,455855,75,"MO"
19726882,2533104,11580,"mo001_winnegan_1_18_gorin-winnegan complex, 5 to 14 percent slopes, eroded_2qp5c_0",1325574,11580,2522791,455855,18,"MO"
19726884,2533234,11580,"mo001_plainfield_1_90_plainfield loamy sand, 2 to 9 percent slopes_2qp6m_0",1419183,11580,2522830,455857,90,"MO"
19726992,2533236,11580,"mo001_purdin_1_95_purdin clay loam, 20 to 35 percent slopes, eroded_2qp6n_0",1388490,11580,2522831,455858,95,"MO"
19726993,2533236,11580,"mo001_excello_0_2_purdin clay loam, 20 to 35 percent slopes, eroded_2qp6n_0",1458995,11580,2522831,455858,2,"MO"
19726994,2533236,11580,"mo001_zook_0_2_purdin clay loam, 20 to 35 percent slopes, eroded_2qp6n_0",1458996,11580,2522831,455858,2,"MO"
19726918,2528559,11580,"mo001_armstrong_1_96_armstrong clay loam, 5 to 9 percent slopes, moderately eroded_2tk8x_moderately eroded",2269533,11580,2608430,701923,96,"MO"
19726919,2528559,11580,"mo001_armstrong_0_2_armstrong clay loam, 5 to 9 percent slopes, moderately eroded_2tk8x_severely eroded",2269535,11580,2608430,701923,2,"MO"
19726920,2528559,11580,"mo001_rinda_0_2_armstrong clay loam, 5 to 9 percent slopes, moderately eroded_2tk8x_moderately eroded",2269531,11580,2608430,701923,2,"MO"
19726956,2531126,11580,"mo001_armstrong_0_5_gara loam, 9 to 14 percent slopes, moderately eroded_2tk8y_moderately eroded",2269551,11580,2608431,701926,5,"MO"
19726957,2531126,11580,"mo001_gara_1_95_gara loam, 9 to 14 percent slopes, moderately eroded_2tk8y_moderately eroded",2269556,11580,2608431,701926,95,"MO"
19726998,2528577,11580,"mo001_armstrong_1_85_armstrong clay loam, 9 to 14 percent slopes, moderately eroded_2tk9c_moderately eroded",2269657,11580,2608444,701968,85,"MO"
19726999,2528577,11580,"mo001_rinda_0_5_armstrong clay loam, 9 to 14 percent slopes, moderately eroded_2tk9c_moderately eroded",2269656,11580,2608444,701968,5,"MO"
19727000,2528577,11580,"mo001_gara_0_5_armstrong clay loam, 9 to 14 percent slopes, moderately eroded_2tk9c_moderately eroded",2269659,11580,2608444,701968,5,"MO"
19727001,2528577,11580,"mo001_armstrong_0_5_armstrong clay loam, 9 to 14 percent slopes, moderately eroded_2tk9c_severely eroded",2269658,11580,2608444,701968,5,"MO"
19726921,2531082,11580,"mo001_armstrong_0_2_gara loam, 14 to 18 percent slopes_2tk9f_moderately eroded",2269681,11580,2608446,701972,2,"MO"
19726922,2531082,11580,"mo001_olmitz_0_2_gara loam, 14 to 18 percent slopes_2tk9f_0",2269674,11580,2608446,701972,2,"MO"
19726923,2531082,11580,"mo001_gara_0_2_gara loam, 14 to 18 percent slopes_2tk9f_moderately eroded",2269673,11580,2608446,701972,2,"MO"
19726924,2531082,11580,"mo001_gara_1_92_gara loam, 14 to 18 percent slopes_2tk9f_0",2269669,11580,2608446,701972,92,"MO"
19726925,2531082,11580,"mo001_bucknell_0_2_gara loam, 14 to 18 percent slopes_2tk9f_moderately eroded",2269668,11580,2608446,701972,2,"MO"
19726958,2532227,11580,"mo001_zook_0_5_zook silty clay loam, heavy till, 0 to 2 percent slopes, occasionally flooded_2wjg3_occasionally flooded, overwash",2376716,11580,2667212,749708,5,"MO"
19726959,2532227,11580,"mo001_chequest_0_5_zook silty clay loam, heavy till, 0 to 2 percent slopes, occasionally flooded_2wjg3_occasionally flooded",2376717,11580,2667212,749708,5,"MO"
19726960,2532227,11580,"mo001_zook_1_85_zook silty clay loam, heavy till, 0 to 2 percent slopes, occasionally flooded_2wjg3_occasionally flooded",2376708,11580,2667212,749708,85,"MO"
19726961,2532227,11580,"mo001_zook_0_5_zook silty clay loam, heavy till, 0 to 2 percent slopes, occasionally flooded_2wjg3_occasionally flooded, ponded",2376718,11580,2667212,749708,5,"MO"
19726943,2607661,11580,"mo001_vigar_1_90_vigar loam, 2 to 5 percent slopes_2xjd2_0",2543966,11580,2696940,802232,90,"MO"
19726944,2607661,11580,"mo001_zook_0_5_vigar loam, 2 to 5 percent slopes_2xjd2_occasionally flooded",2543965,11580,2696940,802232,5,"MO"
19726945,2607661,11580,"mo001_arbela_0_5_vigar loam, 2 to 5 percent slopes_2xjd2_0",2543963,11580,2696940,802232,5,"MO"
19726877,2533042,11580,"mo001_purdin_0_2_bevier silty clay loam, 3 to 8 percent slopes_2xvhj_moderately eroded",2570634,11580,2706657,812549,2,"MO"
19726878,2533042,11580,"mo001_gara_0_2_bevier silty clay loam, 3 to 8 percent slopes_2xvhj_moderately eroded",2570633,11580,2706657,812549,2,"MO"
19726879,2533042,11580,"mo001_armstrong_0_2_bevier silty clay loam, 3 to 8 percent slopes_2xvhj_moderately eroded",2570632,11580,2706657,812549,2,"MO"
19726880,2533042,11580,"mo001_bevier_1_94_bevier silty clay loam, 3 to 8 percent slopes_2xvhj_0",2570631,11580,2706657,812549,94,"MO"
19726901,2532640,11580,"mo001_putnam_0_4_adco silt loam, 1 to 3 percent slopes_2wvc9_0",2464644,11580,2676735,777578,4,"MO"
19726902,2532640,11580,"mo001_adco_1_85_adco silt loam, 1 to 3 percent slopes_2wvc9_0",2464645,11580,2676735,777578,85,"MO"
19726903,2532640,11580,"mo001_armstrong_0_4_adco silt loam, 1 to 3 percent slopes_2wvc9_0",2464646,11580,2676735,777578,4,"MO"
19726904,2532640,11580,"mo001_leonard_0_7_adco silt loam, 1 to 3 percent slopes_2wvc9_0",2464647,11580,2676735,777578,7,"MO"
19726866,2533332,11580,"mo001_leonard_1_85_leonard silt loam, 1 to 6 percent slopes, eroded_2x41x_0",2497055,11580,2685093,788031,85,"MO"
19726867,2533332,11580,"mo001_armstrong_0_7_leonard silt loam, 1 to 6 percent slopes, eroded_2x41x_0",2497060,11580,2685093,788031,7,"MO"
19726868,2533332,11580,"mo001_keswick_0_3_leonard silt loam, 1 to 6 percent slopes, eroded_2x41x_0",2497063,11580,2685093,788031,3,"MO"
19726869,2533332,11580,"mo001_mexico_0_5_leonard silt loam, 1 to 6 percent slopes, eroded_2x41x_0",2497058,11580,2685093,788031,5,"MO"
19726905,2532563,11580,"mo001_leonard_0_5_armstrong loam, 5 to 9 percent slopes, eroded_2x425_0",2497077,11580,2685101,788039,5,"MO"
19726906,2532563,11580,"mo001_armstrong_1_85_armstrong loam, 5 to 9 percent slopes, eroded_2x425_0",2497078,11580,2685101,788039,85,"MO"
19726907,2532563,11580,"mo001_lindley_0_5_armstrong loam, 5 to 9 percent slopes, eroded_2x425_0",2497076,11580,2685101,788039,5,"MO"
19726908,2532563,11580,"mo001_keswick_0_5_armstrong loam, 5 to 9 percent slopes, eroded_2x425_0",2497075,11580,2685101,788039,5,"MO"
19726962,2528327,11580,"mo001_piopolis_0_2_blackoar silt loam, 0 to 2 percent slopes, occasionally flooded_2qmt9_0",1456541,11580,2521487,453779,2,"MO"
19726963,2528327,11580,"mo001_chequest_0_2_blackoar silt loam, 0 to 2 percent slopes, occasionally flooded_2qmt9_0",1456542,11580,2521487,453779,2,"MO"
19726964,2528327,11580,"mo001_blackoar_1_91_blackoar silt loam, 0 to 2 percent slopes, occasionally flooded_2qmt9_0",1189779,11580,2521487,453779,91,"MO"
19726928,2607662,11580,"mo001_nodaway_0_5_blackoar silt loam, 1 to 4 percent slopes, frequently flooded_2qs1r_0",2031089,11580,2525562,602513,5,"MO"
19726929,2607662,11580,"mo001_colo_0_5_blackoar silt loam, 1 to 4 percent slopes, frequently flooded_2qs1r_0",2031090,11580,2525562,602513,5,"MO"
19726930,2607662,11580,"mo001_blackoar_1_90_blackoar silt loam, 1 to 4 percent slopes, frequently flooded_2qs1r_0",2004629,11580,2525562,602513,90,"MO"
19731927,2533818,11582,"mo019_sansdessein_1_90_sansdessein silty clay, 0 to 2 percent slopes, frequently flooded_2qpb6_0",1820708,11582,2522941,547696,90,"MO"
19731928,2533818,11582,"mo019_blencoe_0_5_sansdessein silty clay, 0 to 2 percent slopes, frequently flooded_2qpb6_0",1827382,11582,2522941,547696,5,"MO"
19731957,2688279,11582,"mo019_moniteau_0_10_belknap silt loam, 0 to 2 percent slopes, frequently flooded_2y8cr_0",2634750,11582,2719033,826778,10,"MO"
